productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
11,2011-01-01,Nevada,Small Market,Tea,Regular,611,234,114,77,1310,150,370
4,2011-01-01,Nevada,Small Market,Espresso,Regular,48,17,16,4,777,10,40
12,2011-01-01,California,Major Market,Tea,Regular,150,54,27,15,456,30,90
2,2011-01-01,Wisconsin,Small Market,Coffee,Regular,213,79,107,72,551,80,190
6,2011-01-01,Wisconsin,Small Market,Espresso,Decaf,123,48,29,15,623,50,120
8,2011-01-01,Wisconsin,Small Market,Herbal Tea,Decaf,201,67,45,20,400,50,150
12,2011-01-01,New York,Major Market,Tea,Regular,245,89,38,24,777,90,230
1,2011-01-01,Colorado,Major Market,Coffee,Regular,245,89,38,24,777,90,220
3,2011-01-01,Colorado,Major Market,Coffee,Decaf,262,95,40,26,821,100,240
6,2011-01-01,Colorado,Major Market,Espresso,Decaf,201,72,58,23,558,80,210
11,2011-01-01,Colorado,Major Market,Tea,Regular,145,58,58,22,338,40,110
12,2011-01-01,Colorado,Major Market,Tea,Regular,157,64,42,19,965,50,120
2,2011-01-01,Colorado,Major Market,Coffee,Regular,213,83,41,27,623,80,190
5,2011-01-01,Colorado,Major Market,Espresso,Regular,150,54,27,15,456,60,150
8,2011-01-01,Colorado,Major Market,Herbal Tea,Decaf,382,170,76,47,1091,140,300
9,2011-01-01,Colorado,Major Market,Herbal Tea,Decaf,168,63,91,57,435,50,130
6,2011-01-01,Illinois,Major Market,Espresso,Decaf,510,228,92,63,1459,260,530
8,2011-01-01,Illinois,Major Market,Herbal Tea,Decaf,245,89,37,24,777,70,190
9,2011-01-01,Illinois,Major Market,Herbal Tea,Decaf,213,83,41,27,623,70,160
2,2011-01-01,Nevada,Small Market,Coffee,Regular,85,34,47,12,197,40,90
13,2011-01-01,Nevada,Small Market,Tea,Regular,19,245,132,93,1419,160,0
5,2011-01-01,Nevada,Small Market,Espresso,Regular,50,18,18,5,821,10,40
8,2011-01-01,Nevada,Small Market,Herbal Tea,Decaf,280,105,135,95,725,90,220
9,2011-01-01,Nevada,Small Market,Herbal Tea,Decaf,386,144,94,47,862,120,300
10,2011-01-01,Nevada,Small Market,Herbal Tea,Decaf,262,95,56,30,608,80,200
12,2011-01-01,Nevada,Small Market,Tea,Regular,510,228,91,63,1459,150,310
9,2011-01-01,Massachusetts,Major Market,Herbal Tea,Decaf,145,58,58,22,338,40,100
11,2011-01-01,Massachusetts,Major Market,Tea,Regular,90,32,20,8,821,30,80
1,2011-01-01,Utah,Small Market,Coffee,Regular,190,78,47,24,965,90,210
3,2011-01-01,Utah,Small Market,Coffee,Decaf,213,85,69,32,494,100,230
12,2011-01-01,Utah,Small Market,Tea,Regular,92,35,40,11,196,20,50
4,2011-01-01,Texas,Major Market,Espresso,Regular,201,72,58,23,558,60,150
2,2011-01-01,Florida,Major Market,Coffee,Regular,235,84,61,27,651,80,190
2,2011-01-01,Illinois,Major Market,Coffee,Regular,386,144,94,47,862,150,360
12,2011-01-01,Illinois,Major Market,Tea,Regular,201,72,57,23,558,60,150
13,2011-01-01,Missouri,Small Market,Tea,Regular,85,34,48,12,197,20,60
8,2011-01-01,Florida,Major Market,Herbal Tea,Decaf,123,48,29,15,623,30,80
9,2011-01-01,Connecticut,Small Market,Herbal Tea,Decaf,213,85,68,32,494,60,140
10,2011-01-01,Connecticut,Small Market,Herbal Tea,Decaf,190,78,47,24,965,50,130
9,2011-01-01,Florida,Major Market,Herbal Tea,Decaf,134,54,56,20,312,40,90
3,2011-01-01,Oklahoma,Small Market,Coffee,Decaf,90,32,21,8,821,40,100
8,2011-01-01,Oklahoma,Small Market,Herbal Tea,Decaf,134,54,56,20,312,50,110
6,2011-01-01,Ohio,Major Market,Espresso,Decaf,145,58,59,22,338,60,150
2,2011-01-01,California,Major Market,Coffee,Regular,759,271,152,94,2101,340,840
6,2011-01-01,California,Major Market,Espresso,Decaf,611,234,114,77,1310,220,520
2,2011-01-01,Connecticut,Small Market,Coffee,Regular,347,124,75,40,961,110,290
11,2011-01-01,Connecticut,Small Market,Tea,Regular,138,50,27,14,821,50,130
10,2011-01-01,Colorado,Major Market,Herbal Tea,Decaf,157,60,49,19,336,50,120
3,2011-01-01,Oregon,Small Market,Coffee,Decaf,157,57,43,18,364,70,170
6,2011-01-01,Oregon,Small Market,Espresso,Decaf,382,170,76,47,1091,160,320
13,2011-01-01,Massachusetts,Major Market,Tea,Regular,90,32,20,8,456,30,80
5,2011-02-01,Connecticut,Small Market,Espresso,Regular,165,65,87,58,513,60,150
10,2011-02-01,Connecticut,Small Market,Herbal Tea,Decaf,176,75,44,23,956,50,120
5,2011-02-01,Washington,Small Market,Espresso,Regular,126,53,53,20,306,50,110
8,2011-02-01,Washington,Small Market,Herbal Tea,Decaf,346,130,74,42,945,110,280
11,2011-02-01,Washington,Small Market,Tea,Regular,185,65,43,20,372,40,110
8,2011-02-01,California,Major Market,Herbal Tea,Decaf,247,95,37,26,809,80,200
2,2011-02-01,California,Major Market,Coffee,Regular,687,258,142,90,2067,320,800
6,2011-02-01,Texas,Major Market,Espresso,Decaf,201,77,32,21,449,60,160
5,2011-02-01,Louisiana,Small Market,Espresso,Regular,185,65,44,20,372,50,140
3,2011-02-01,Washington,Small Market,Coffee,Decaf,234,92,113,83,541,110,270
4,2011-02-01,Washington,Small Market,Espresso,Regular,117,48,27,15,617,40,100
3,2011-02-01,Wisconsin,Small Market,Coffee,Decaf,192,77,53,25,423,80,180
5,2011-02-01,Wisconsin,Small Market,Espresso,Regular,164,70,42,21,957,80,180
2,2011-02-01,Colorado,Major Market,Coffee,Regular,202,83,39,27,613,80,190
3,2011-02-01,Colorado,Major Market,Coffee,Decaf,247,95,38,26,809,100,240
5,2011-02-01,Colorado,Major Market,Espresso,Regular,201,77,32,21,449,80,220
2,2011-02-01,Illinois,Major Market,Coffee,Regular,377,148,91,48,844,150,370
5,2011-02-01,Missouri,Small Market,Espresso,Regular,131,50,25,14,814,50,140
8,2011-02-01,Louisiana,Small Market,Herbal Tea,Decaf,119,49,28,16,617,40,100
4,2011-02-01,Louisiana,Small Market,Espresso,Regular,165,65,88,58,342,50,130
1,2011-02-01,Iowa,Small Market,Coffee,Regular,48,18,17,5,818,10,40
6,2011-02-01,Iowa,Small Market,Espresso,Decaf,46,0,11,0,774,0,50
9,2011-02-01,Texas,Major Market,Herbal Tea,Decaf,136,52,38,16,357,40,120
1,2011-02-01,Ohio,Major Market,Coffee,Regular,149,60,47,19,329,60,140
2,2011-02-01,Ohio,Major Market,Coffee,Regular,136,52,38,16,357,50,130
13,2011-02-01,New York,Major Market,Tea,Regular,201,77,33,21,449,80,200
11,2011-02-01,New York,Major Market,Tea,Regular,247,95,37,26,809,100,250
3,2011-02-01,Florida,Major Market,Coffee,Decaf,220,86,49,26,490,80,190
6,2011-02-01,Florida,Major Market,Espresso,Decaf,192,77,52,25,423,70,170
10,2011-02-01,Florida,Major Market,Herbal Tea,Decaf,164,70,42,21,957,50,120
2,2011-02-01,Washington,Small Market,Coffee,Regular,151,58,40,18,331,70,170
2,2011-02-01,Oklahoma,Small Market,Coffee,Regular,107,44,27,14,618,50,120
6,2011-02-01,Oklahoma,Small Market,Espresso,Decaf,213,80,57,26,640,60,170
9,2011-02-01,Oklahoma,Small Market,Herbal Tea,Decaf,234,92,113,83,541,80,210
10,2011-02-01,California,Major Market,Herbal Tea,Decaf,202,83,39,27,613,70,160
5,2011-02-01,Texas,Major Market,Espresso,Regular,259,99,38,27,766,80,200
11,2011-02-01,Missouri,Small Market,Tea,Regular,87,35,38,11,191,30,70
8,2011-02-01,Ohio,Major Market,Herbal Tea,Decaf,60,22,17,6,452,10,40
13,2011-02-01,Washington,Small Market,Tea,Regular,165,65,87,58,513,40,100
6,2011-02-01,Washington,Small Market,Espresso,Decaf,164,70,43,21,957,60,140
12,2011-02-01,Washington,Small Market,Tea,Regular,146,56,40,17,382,30,90
2,2011-02-01,Texas,Major Market,Coffee,Regular,496,213,88,66,942,260,580
3,2011-02-01,Texas,Major Market,Coffee,Decaf,202,83,39,27,613,100,230
2,2011-02-01,Utah,Small Market,Coffee,Regular,139,55,45,18,305,60,160
3,2011-02-01,Utah,Small Market,Coffee,Decaf,206,86,66,32,484,100,240
13,2011-02-01,Utah,Small Market,Tea,Regular,72,30,44,11,165,10,40
5,2011-02-01,Utah,Small Market,Espresso,Regular,119,49,28,16,617,40,100
6,2011-02-01,Utah,Small Market,Espresso,Decaf,131,50,25,14,814,40,110
8,2011-02-01,Utah,Small Market,Herbal Tea,Decaf,108,41,36,13,236,30,80
9,2011-02-01,Utah,Small Market,Herbal Tea,Decaf,121,45,45,14,366,30,100
10,2011-02-01,Utah,Small Market,Herbal Tea,Decaf,109,84,49,26,625,70,80
4,2011-02-01,Utah,Small Market,Espresso,Regular,110,42,23,11,771,40,90
9,2011-02-01,Connecticut,Small Market,Herbal Tea,Decaf,206,86,66,32,484,60,150
11,2011-02-01,Connecticut,Small Market,Tea,Regular,131,50,25,14,814,50,130
2,2011-02-01,Oregon,Small Market,Coffee,Regular,165,65,65,21,392,80,190
6,2011-02-01,Oregon,Small Market,Espresso,Decaf,362,170,71,47,1073,160,320
8,2011-02-01,Oregon,Small Market,Herbal Tea,Decaf,86,33,20,9,772,20,70
9,2011-02-01,Oregon,Small Market,Herbal Tea,Decaf,107,44,26,14,618,30,80
11,2011-02-01,Oregon,Small Market,Tea,Regular,60,22,17,6,452,10,30
12,2011-02-01,Oregon,Small Market,Tea,Regular,213,80,58,26,640,50,130
2,2011-02-01,Louisiana,Small Market,Coffee,Regular,100,38,22,10,772,40,110
3,2011-02-01,Louisiana,Small Market,Coffee,Decaf,123,47,24,13,772,50,140
2,2011-02-01,New Mexico,Small Market,Coffee,Regular,121,45,45,14,366,50,140
3,2011-02-01,New Mexico,Small Market,Coffee,Decaf,109,84,49,26,625,100,120
5,2011-02-01,New Mexico,Small Market,Espresso,Regular,111,43,68,39,256,30,80
6,2011-02-01,New Mexico,Small Market,Espresso,Decaf,87,35,39,11,191,30,70
8,2011-02-01,New Mexico,Small Market,Herbal Tea,Decaf,48,18,17,5,818,10,40
9,2011-02-01,New Mexico,Small Market,Herbal Tea,Decaf,67,28,30,8,961,20,60
4,2011-02-01,New Mexico,Small Market,Espresso,Regular,72,30,45,11,104,20,50
9,2011-02-01,Massachusetts,Major Market,Herbal Tea,Decaf,141,59,55,22,331,40,100
11,2011-02-01,Massachusetts,Major Market,Tea,Regular,85,32,20,8,817,30,80
9,2011-02-01,Washington,Small Market,Herbal Tea,Decaf,100,38,22,10,772,30,80
3,2011-02-01,Ohio,Major Market,Coffee,Decaf,137,54,78,49,427,50,130
5,2011-02-01,Ohio,Major Market,Espresso,Regular,362,170,72,47,1073,190,400
6,2011-02-01,Ohio,Major Market,Espresso,Decaf,141,59,55,22,331,60,150
9,2011-02-01,Ohio,Major Market,Herbal Tea,Decaf,85,32,20,8,817,20,70
9,2011-02-01,New York,Major Market,Herbal Tea,Decaf,528,240,124,91,1454,180,380
13,2011-02-01,California,Major Market,Tea,Regular,201,75,56,24,549,40,120
1,2011-02-01,Oregon,Small Market,Coffee,Regular,137,54,79,49,427,60,160
5,2011-02-01,Oregon,Small Market,Espresso,Regular,149,60,47,19,329,50,130
4,2011-02-01,Oregon,Small Market,Espresso,Regular,141,59,55,22,331,50,120
9,2011-02-01,California,Major Market,Herbal Tea,Decaf,496,213,88,66,942,180,400
2,2011-02-01,Florida,Major Market,Coffee,Regular,213,80,57,26,640,70,190
8,2011-02-01,Iowa,Small Market,Herbal Tea,Decaf,581,234,110,77,1282,200,470
2,2011-02-01,Missouri,Small Market,Coffee,Regular,206,86,65,32,484,90,200
13,2011-02-01,Missouri,Small Market,Tea,Regular,79,33,45,12,193,20,60
8,2011-02-01,Missouri,Small Market,Herbal Tea,Decaf,111,43,69,39,256,30,90
9,2011-02-01,Missouri,Small Market,Herbal Tea,Decaf,109,84,50,26,625,70,80
12,2011-02-01,Missouri,Small Market,Tea,Regular,72,30,45,11,165,20,50
3,2011-02-01,Oklahoma,Small Market,Coffee,Decaf,85,32,19,8,817,40,100
5,2011-02-01,Oklahoma,Small Market,Espresso,Regular,60,22,17,6,452,10,40
8,2011-02-01,Oklahoma,Small Market,Herbal Tea,Decaf,126,53,54,20,306,50,110
4,2011-02-01,Oklahoma,Small Market,Espresso,Regular,220,86,50,26,300,70,170
5,2011-02-01,New York,Major Market,Espresso,Regular,65,121,143,110,901,110,50
1,2011-02-01,New Hampshire,Small Market,Coffee,Regular,108,41,35,13,236,30,90
2,2011-02-01,New Hampshire,Small Market,Coffee,Regular,121,45,46,14,366,40,100
13,2011-02-01,New Hampshire,Small Market,Tea,Regular,46,0,11,0,774,0,40
5,2011-02-01,New Hampshire,Small Market,Espresso,Regular,111,43,68,39,256,40,100
9,2011-02-01,New Hampshire,Small Market,Herbal Tea,Decaf,79,33,45,12,193,20,50
11,2011-02-01,New Hampshire,Small Market,Tea,Regular,48,18,16,5,818,10,40
7,2011-02-01,New Hampshire,Small Market,Espresso,Regular,72,30,44,11,165,20,60
11,2011-02-01,Ohio,Major Market,Tea,Regular,213,80,58,26,640,60,170
4,2011-02-01,California,Major Market,Espresso,Regular,487,228,87,63,1436,210,430
1,2011-02-01,California,Major Market,Coffee,Regular,141,104,55,33,685,130,160
6,2011-02-01,Illinois,Major Market,Espresso,Decaf,487,228,87,63,1436,260,530
8,2011-02-01,Illinois,Major Market,Herbal Tea,Decaf,259,99,39,27,766,80,210
12,2011-02-01,New York,Major Market,Tea,Regular,259,99,39,27,766,100,260
3,2011-02-01,Missouri,Small Market,Coffee,Decaf,176,75,44,23,956,70,170
6,2011-02-01,Missouri,Small Market,Espresso,Decaf,110,42,23,11,771,40,120
2,2011-02-01,Iowa,Small Market,Coffee,Regular,67,28,29,8,961,20,60
3,2011-02-01,Iowa,Small Market,Coffee,Decaf,58,23,19,7,620,20,50
11,2011-02-01,Iowa,Small Market,Tea,Regular,487,228,88,63,1436,190,400
12,2011-02-01,Iowa,Small Market,Tea,Regular,569,240,125,91,1391,200,460
2,2011-02-01,Nevada,Small Market,Coffee,Regular,79,33,46,12,193,40,90
6,2011-02-01,Nevada,Small Market,Espresso,Decaf,50,19,17,5,774,10,40
8,2011-02-01,Nevada,Small Market,Herbal Tea,Decaf,309,121,143,110,712,100,250
11,2011-02-01,Nevada,Small Market,Tea,Regular,581,234,109,77,1282,150,370
6,2011-02-01,California,Major Market,Espresso,Decaf,581,234,109,77,1282,220,520
12,2011-02-01,California,Major Market,Tea,Regular,201,77,32,21,449,50,120
11,2011-02-01,Illinois,Major Market,Tea,Regular,201,77,33,21,449,60,160
12,2011-02-01,Illinois,Major Market,Tea,Regular,201,75,55,24,549,60,160
5,2011-02-01,Iowa,Small Market,Espresso,Regular,50,19,17,5,774,20,50
9,2011-02-01,Iowa,Small Market,Herbal Tea,Decaf,271,104,55,33,596,80,220
1,2011-02-01,Wisconsin,Small Market,Coffee,Regular,126,53,53,20,306,50,120
2,2011-02-01,Wisconsin,Small Market,Coffee,Regular,234,92,113,83,541,90,230
6,2011-02-01,Wisconsin,Small Market,Espresso,Decaf,117,48,27,15,617,50,120
8,2011-02-01,Wisconsin,Small Market,Herbal Tea,Decaf,185,65,43,20,372,50,150
11,2011-02-01,Wisconsin,Small Market,Tea,Regular,146,56,40,17,382,40,120
2,2011-02-01,New York,Major Market,Coffee,Regular,687,258,142,90,2067,240,610
10,2011-02-01,Colorado,Major Market,Herbal Tea,Decaf,149,60,47,19,329,50,120
1,2011-02-01,Colorado,Major Market,Coffee,Regular,259,99,39,27,766,100,250
12,2011-02-01,Ohio,Major Market,Tea,Regular,220,86,49,26,490,70,180
8,2011-02-01,Florida,Major Market,Herbal Tea,Decaf,117,48,28,15,617,30,80
3,2011-02-01,Illinois,Major Market,Coffee,Decaf,271,104,55,33,596,110,260
9,2011-02-01,Illinois,Major Market,Herbal Tea,Decaf,202,83,39,27,613,70,160
5,2011-02-01,Massachusetts,Major Market,Espresso,Regular,136,54,78,49,451,50,120
7,2011-02-01,Massachusetts,Major Market,Espresso,Regular,362,170,71,47,1073,160,330
3,2011-02-01,Nevada,Small Market,Coffee,Decaf,67,28,29,8,961,30,70
13,2011-02-01,Nevada,Small Market,Tea,Regular,25,240,125,91,1937,150,0
5,2011-02-01,Nevada,Small Market,Espresso,Regular,48,18,17,5,818,10,40
9,2011-02-01,Nevada,Small Market,Herbal Tea,Decaf,377,148,91,48,844,120,310
10,2011-02-01,Nevada,Small Market,Herbal Tea,Decaf,271,104,56,33,596,80,220
12,2011-02-01,Nevada,Small Market,Tea,Regular,487,228,87,63,1436,150,310
4,2011-02-01,Nevada,Small Market,Espresso,Regular,46,0,12,0,774,0,40
1,2011-02-01,Utah,Small Market,Coffee,Regular,176,75,44,23,956,90,200
11,2011-02-01,Utah,Small Market,Tea,Regular,111,43,68,39,256,20,70
12,2011-02-01,Utah,Small Market,Tea,Regular,87,35,38,11,191,20,50
11,2011-02-01,California,Major Market,Tea,Regular,259,99,38,27,766,60,160
5,2011-02-01,Illinois,Major Market,Espresso,Regular,581,234,110,77,1282,270,640
10,2011-02-01,Illinois,Major Market,Herbal Tea,Decaf,247,95,38,26,809,80,200
10,2011-02-01,New York,Major Market,Herbal Tea,Decaf,192,213,87,66,1214,160,140
13,2011-02-01,Florida,Major Market,Tea,Regular,123,47,24,13,772,40,120
5,2011-02-01,Florida,Major Market,Espresso,Regular,234,92,112,83,541,80,210
11,2011-02-01,Florida,Major Market,Tea,Regular,85,32,20,8,817,30,80
2,2011-02-01,Massachusetts,Major Market,Coffee,Regular,501,75,55,24,235,70,440
2,2011-02-01,Connecticut,Small Market,Coffee,Regular,346,130,74,42,945,120,300
9,2011-02-01,Florida,Major Market,Herbal Tea,Decaf,126,53,53,20,306,40,90
8,2011-02-01,Texas,Major Market,Herbal Tea,Decaf,149,60,47,19,329,50,130
5,2011-02-01,California,Major Market,Espresso,Regular,309,121,143,110,712,110,270
7,2011-02-01,New York,Major Market,Espresso,Regular,618,228,88,63,1402,210,560
9,2011-02-01,Wisconsin,Small Market,Herbal Tea,Decaf,123,47,25,13,772,40,100
12,2011-02-01,Wisconsin,Small Market,Tea,Regular,165,65,87,58,513,50,130
3,2011-02-01,California,Major Market,Coffee,Decaf,130,148,91,48,1071,180,150
4,2011-02-01,Texas,Major Market,Espresso,Regular,201,75,56,24,378,60,160
13,2011-02-01,Connecticut,Small Market,Tea,Regular,70,27,18,7,772,20,70
6,2011-02-01,Connecticut,Small Market,Espresso,Decaf,139,55,46,18,305,50,120
13,2011-02-01,Colorado,Major Market,Tea,Regular,107,44,26,14,618,30,80
6,2011-02-01,Colorado,Major Market,Espresso,Decaf,201,75,55,24,549,80,220
8,2011-02-01,Colorado,Major Market,Herbal Tea,Decaf,362,170,71,47,1073,140,290
9,2011-02-01,Colorado,Major Market,Herbal Tea,Decaf,137,54,78,49,427,40,110
11,2011-02-01,Colorado,Major Market,Tea,Regular,141,59,55,22,331,50,110
12,2011-02-01,Colorado,Major Market,Tea,Regular,145,62,40,19,958,50,110
3,2011-02-01,Oregon,Small Market,Coffee,Decaf,136,52,38,16,357,60,160
13,2011-02-01,Oregon,Small Market,Tea,Regular,220,86,49,26,490,50,140
13,2011-02-01,Massachusetts,Major Market,Tea,Regular,60,22,17,6,452,20,60
6,2011-02-01,Louisiana,Small Market,Espresso,Decaf,146,56,40,17,382,40,110
9,2011-02-01,Louisiana,Small Market,Herbal Tea,Decaf,206,86,65,32,484,80,180
5,2011-03-01,Connecticut,Small Market,Espresso,Regular,160,63,87,57,506,60,140
6,2011-03-01,Connecticut,Small Market,Espresso,Decaf,132,53,45,17,299,50,120
3,2011-03-01,Washington,Small Market,Coffee,Decaf,242,95,116,86,532,110,280
6,2011-03-01,Washington,Small Market,Espresso,Decaf,165,71,44,22,950,60,140
12,2011-03-01,Washington,Small Market,Tea,Regular,137,52,39,16,376,30,80
5,2011-03-01,Illinois,Major Market,Espresso,Regular,604,243,113,80,1260,280,660
4,2011-03-01,Louisiana,Small Market,Espresso,Regular,160,63,86,57,187,50,120
8,2011-03-01,Ohio,Major Market,Herbal Tea,Decaf,56,21,17,5,449,10,40
1,2011-03-01,Wisconsin,Small Market,Coffee,Regular,128,54,53,20,301,50,120
6,2011-03-01,Wisconsin,Small Market,Espresso,Decaf,119,49,29,16,611,50,130
12,2011-03-01,Wisconsin,Small Market,Tea,Regular,160,63,86,57,506,50,130
1,2011-03-01,Colorado,Major Market,Coffee,Regular,227,87,36,24,756,90,220
3,2011-03-01,Colorado,Major Market,Coffee,Decaf,249,95,38,26,799,100,240
9,2011-03-01,Colorado,Major Market,Herbal Tea,Decaf,133,52,77,47,421,40,110
10,2011-03-01,Illinois,Major Market,Herbal Tea,Decaf,249,95,37,26,799,80,200
4,2011-03-01,California,Major Market,Espresso,Regular,509,239,90,66,1417,220,450
8,2011-03-01,Illinois,Major Market,Herbal Tea,Decaf,227,87,35,24,756,70,180
2,2011-03-01,Missouri,Small Market,Coffee,Regular,201,85,65,32,476,90,190
3,2011-03-01,Missouri,Small Market,Coffee,Decaf,174,74,44,22,949,70,170
11,2011-03-01,Missouri,Small Market,Tea,Regular,91,36,38,11,187,30,70
8,2011-03-01,Louisiana,Small Market,Herbal Tea,Decaf,117,48,28,15,611,40,100
3,2011-03-01,Iowa,Small Market,Coffee,Decaf,58,23,19,7,617,20,50
5,2011-03-01,Florida,Major Market,Espresso,Regular,242,95,115,86,532,90,220
5,2011-03-01,California,Major Market,Espresso,Regular,318,125,146,113,700,120,280
6,2011-03-01,California,Major Market,Espresso,Decaf,604,243,113,80,1260,230,540
9,2011-03-01,California,Major Market,Herbal Tea,Decaf,498,214,88,66,923,180,410
2,2011-03-01,Ohio,Major Market,Coffee,Regular,129,49,37,15,351,50,120
6,2011-03-01,Ohio,Major Market,Espresso,Decaf,137,58,56,22,325,60,150
2,2011-03-01,Louisiana,Small Market,Coffee,Regular,87,33,20,9,768,40,100
10,2011-03-01,New York,Major Market,Herbal Tea,Decaf,194,214,87,66,1480,160,140
11,2011-03-01,New York,Major Market,Tea,Regular,249,95,37,26,799,100,250
7,2011-03-01,New York,Major Market,Espresso,Regular,557,239,90,66,1260,220,510
8,2011-03-01,Florida,Major Market,Herbal Tea,Decaf,119,49,28,16,611,30,80
13,2011-03-01,Washington,Small Market,Tea,Regular,160,63,87,57,506,40,100
5,2011-03-01,Washington,Small Market,Espresso,Regular,128,54,54,20,301,50,110
8,2011-03-01,Washington,Small Market,Herbal Tea,Decaf,329,123,71,40,932,100,270
6,2011-03-01,Texas,Major Market,Espresso,Decaf,211,81,33,22,441,60,170
2,2011-03-01,Oklahoma,Small Market,Coffee,Regular,104,43,26,14,613,50,120
3,2011-03-01,Oklahoma,Small Market,Coffee,Decaf,84,32,20,8,813,40,90
4,2011-03-01,Oklahoma,Small Market,Espresso,Regular,228,89,51,27,94,70,180
3,2011-03-01,California,Major Market,Coffee,Decaf,135,154,94,50,1288,190,150
8,2011-03-01,California,Major Market,Herbal Tea,Decaf,249,95,38,26,799,80,200
5,2011-03-01,Texas,Major Market,Espresso,Regular,227,87,35,24,756,70,180
11,2011-03-01,Massachusetts,Major Market,Tea,Regular,84,32,19,8,813,30,80
5,2011-03-01,Wisconsin,Small Market,Espresso,Regular,165,71,43,22,950,80,180
8,2011-03-01,Missouri,Small Market,Herbal Tea,Decaf,114,44,69,40,251,30,90
12,2011-03-01,Ohio,Major Market,Tea,Regular,228,89,51,27,481,70,180
11,2011-03-01,Washington,Small Market,Tea,Regular,178,62,43,19,346,40,110
